"ACCOUNT","ACCR_CATEG","QUESTION_LABEL","RESPONSE_2015","RESPONSE_2014","RESPONSE_2013","AVG_2015","AVG_2014","AVG_2013"
"Virgin Islands","Specialty Exams Information","Bank Holding Companies: Number of Concurrent Examinations with the Federal Reserve","0","0","0",0,0.14,0.46
"Virgin Islands","Specialty Exams Information","Bank Holding Companies: Number of Independent Examinations","0","0","0",9.96,10.77,12.46
"Virgin Islands","Specialty Exams Information","Bank Holding Companies: Number of Joint Examinations with the Federal Reserve","0","0","0",1.59,1.7,3.2
"Virgin Islands","Specialty Exams Information","Bank Holding Companies: Total Number of Examinations","0","0","0",11.35,12.39,15.84
"Virgin Islands","Specialty Exams Information","Compliance Exams: Total Number of Examinations","0","0","0",43.58,42.79,47.21
"Virgin Islands","Specialty Exams Information","Does your department participate in FFIEC examinations of TSPs?","0","0","0",0,0,0
"Virgin Islands","Specialty Exams Information","Has your department implemented the CSBS/FS-ISAC/US Secret Service Corporate Account Takeover (CATO) Best Practices?","Yes","Yes","Yes",0.56,0.58,0.48
"Virgin Islands","Specialty Exams Information","Non-depository Trust: Total Number of Examinations","0","0","0",0,0,4.2
"Virgin Islands","Specialty Exams Information","Number of Concurrent IT Examinations -- Total","0","0","0",0.61,1.37,2.35
"Virgin Islands","Specialty Exams Information","Number of Joint IT Examinations -- Total","9","9","9",11.91,10.16,11.68
"Virgin Islands","Specialty Exams Information","Number of State Only Independent IT Examinations","5","5","0",18.32,18.77,0
"Virgin Islands","Specialty Exams Information","Number of State Only Independent IT Examinations -- Total","0","0","5",0,0,18.05
"Virgin Islands","Specialty Exams Information","Report Average Turnaround Time in Days","0","0","0",0,0,24.64
"Virgin Islands","Specialty Exams Information","Total Number of IT Examinations -- Total","14","14","14",30.53,29.96,31.77
"Virgin Islands","Workforce Information","FTE Actually Allocated: BSA Examiners","0","0","0",0,0,0
"Virgin Islands","Workforce Information","FTE Actually Allocated: Compliance Examiners","0","0","0",0,0,0
"Virgin Islands","Workforce Information","FTE Actually Allocated: Holding Company Examiners","0","0","0",0,0,0
"Virgin Islands","Workforce Information","FTE Actually Allocated: IS Examiners","0","0","0",0,0,0
"Virgin Islands","Workforce Information","FTE Actually Allocated: Other Examiners","0","0","0",0,0,0
"Virgin Islands","Workforce Information","FTE Actually Allocated: Safety and Soundness Examiners","0","0","0",0,0,0
"Virgin Islands","Workforce Information","FTE Actually Allocated: Trust Examiners","0","0","0",0,0,0
"Virgin Islands","Workforce Information","Other Cross-Trained: BSA Examiners","0","0","0",0,0,0
"Virgin Islands","Workforce Information","Other Cross-Trained: Compliance Examiners","0","0","0",0,0,0
"Virgin Islands","Workforce Information","Other Cross-Trained: Holding Company Examiners","0","0","0",0,0,0
"Virgin Islands","Workforce Information","Other Cross-Trained: IS Examiners","0","0","0",0,0,0
"Virgin Islands","Workforce Information","Other Cross-Trained: Other Examiners","0","0","0",0,0,0
"Virgin Islands","Workforce Information","Other Cross-Trained: Safety and Soundness Examiners","0","0","0",0,0,0
"Virgin Islands","Workforce Information","Other Cross-Trained: Trust Examiners","0","0","0",0,0,0
"Virgin Islands","Turnover Information","Examiner Turnover %","0","0","0",0,11.63,11.62
"Virgin Islands","Turnover Information","Reason: Death","0","0","0",0,0.04,0.11
"Virgin Islands","Turnover Information","Reason: Other","0","0","0",0,0.27,0.34
"Virgin Islands","Turnover Information","Reason: Promotion to Office","0","0","0",0,0.16,0.05
"Virgin Islands","Turnover Information","Reason: Resignation to work in a financial institution (bank, holding company, trust company, etc.)","0","0","0",0,0.84,0.89
"Virgin Islands","Turnover Information","Reason: Resignation to work in private sector other than a financial institution","0","0","0",0,0.33,0.4
"Virgin Islands","Turnover Information","Reason: Resignation to work with Federal Agency","0","0","0",0,0.47,0.65
"Virgin Islands","Turnover Information","Reason: Resignation with no reason given","0","0","0",0,0.69,0.42
"Virgin Islands","Turnover Information","Reason: Retirement","0","0","0",0,1.45,0.89
"Virgin Islands","Turnover Information","Reason: Termination","0","0","0",0,0.33,0.35
"Virgin Islands","Turnover Information","Reason: Transfer to work with other State Agency","0","0","0",0,0.16,0.2
"Virgin Islands","Turnover Information","Total Number of Examiners","0","12","12",0,49.16,40.96
"Virgin Islands","Years of Service","Number of Examiners: Experience 2 to 5 Yrs","0","1","1",0,10.27,6.16
"Virgin Islands","Years of Service","Number of Examiners: Experience <2 Yrs","0","2","2",0,10.05,7.05
"Virgin Islands","Years of Service","Number of Examiners: Experience > 25 Yrs","0","0","0",0,5.71,5.25
"Virgin Islands","Years of Service","Number of Examiners: Experience >15 to 25 Yrs","0","0","0",0,7.64,7.96
"Virgin Islands","Years of Service","Number of Examiners: Experience >5 to 15 Yrs","0","1","1",0,15.27,15.39
"Virgin Islands","Years of Service","Total Number of Examiners","0","12","12",0,49.16,40.96
"Virginia","General Agency Information","Credit Card Banks -- Authority to Supervise","Yes","Yes","Yes",0.48,0.48,0.48
"Virginia","General Agency Information","Credit Card Banks: Number Superviseded","0","0","0",0.16,0,0.16
"Virginia","General Agency Information","Credit Unions -- Authority to Supervise","Yes","Yes","Yes",0.67,0.67,0.67
"Virginia","General Agency Information","Credit Unions: Number Superviseded","34","0","49",42.52,0,45.95
"Virginia","General Agency Information","Does your department currently have a fee sharing agreement with another state?","Yes","Yes","Yes",0.3,0.3,0.3
"Virginia","General Agency Information","Does your department have a dedicated fund (e.g., a separate and distinct account from the state general fund?)","0","0","0",0,0,0
"Virginia","General Agency Information","Industrial Loan Corporations -- Number Supervised","3","0","5",3.68,0,4.11
"Virginia","General Agency Information","Industrial Loan Corporations -- NumberSupervised","0","3","0",0,3.89,0
"Virginia","General Agency Information","Is any part of your examination staff unionized?","No","No","No",0.63,0.63,0.63
"Virginia","General Agency Information","Is your department independent, or part of a larger agency?","Part of a Larger Agency","Part of a Larger Agency","Part of a Larger Agency",0.6,0.6,0.59
"Virginia","General Agency Information","Multi-Bank Holding Companies -- Authority to Supervise","Yes","Yes","Yes",0.57,0.57,0.59
"Virginia","General Agency Information","One Bank Holding Companies -- Authority to Supervise","Yes","Yes","Yes",0.64,0.64,0.64
"Virginia","Budget Information","Actual Expenditures","13258585","12794698","13256410",11851967,11071164,9704831
"Virginia","Budget Information","Amount Allocated to Commercial Bank Supervision","7463980","7313033","7265475",4837836,5336813,4979506
"Virginia","Budget Information","Amount Returned to General Fund","626500","402130","402135",83398256,10574719,10546900
"Virginia","Budget Information","Budgeted Training Expense","149956","149956","149956",159087,165044,154024
"Virginia","Budget Information","Dedicated Fund","Yes","Yes","0",0.74,0.7,0
"Virginia","Budget Information","Does your department charge an hourly bank examination fee?","No","No","No",0.59,0.56,0.5
"Virginia","Budget Information","Hourly Fee","0","0","41",0,0,30
"Virginia","Budget Information","If yes, does this include specialty examinations (e.g., Trust, IT, etc.)? -- Hourly Fee","0","0","0",0,0,0
"Virginia","Budget Information","Total Budget Approved","14409227","14117825","14026014",12759425,13042590,12791104
"Virginia","Sources of Funding","Insurance","0.0","0.0","0.0",0.76,0.82,0.82
"Virginia","Sources of Funding","Insured Depositories Below $10 Billion","61.27","66.7","66.7",39.68,42.14,40.92
"Virginia","Sources of Funding","Insured Depositories Over $10 Billion","0.0","0.0","0.0",9.76,9.07,10.81
"Virginia","Sources of Funding","Securities","0.0","0.0","0.0",7.46,8.41,7.04
"Virginia","Sources of Funding","State-Licensed Mortgage Providers","21.33","19.6","18.7",11.51,11.89,11.4
"Virginia","Depository Information","Commercial Banks: Number Supervised","70","71","78",80.3,83.54,86.09
"Virginia","Depository Information","Commercial Banks: Total Assets","66717690","62716613000","60011406000",78498824339,68136896978,68383944036
"Virginia","Depository Information","Industrial Loan Corporations: Total Assets","0","0","0",8949669664,8562281943,8645170722
"Virginia","Depository Information","Non-depository Trust Companies: Number Supervised","0","0","2",7.41,7.22,7.2
"Virginia","Depository Information","Non-depository Trust Companies: Total Assets","0","0","0",33944527933,50384474720,671011628226
"Virginia","Depository Information","Savings Banks/Savings and Loans: Number Supervised","1","1","1",9.13,9.16,9.38
"Virginia","Depository Information","Total Assets (if supervised): Savings Banks","9656228","9955708","9996000",7960427954,7407111029,7158869878
"Virginia","Application Information","Conversions from Federal Thrift to State Depository Institutions(Approved)","0","0","0",0.13,0.26,0
"Virginia","Application Information","Conversions from Federal Thrift to State Thrift -- Approved","0","0","0",0.05,0.14,0.12
"Virginia","Application Information","Conversions from National Bank to State Depository Institutions -- Approved","0","0","0",0.44,0.6,0.61
"Virginia","Application Information","De Novo Bank Affiliated Trust Companies -- Approved","0","0","0",0.04,0.02,0.04
"Virginia","Application Information","De Novo Independent Trust Companies -- Approved","0","0","0",0.54,0.23,0.27
"Virginia","Application Information","De Novo State Bank Charters -- Approved","0","0","0",0.04,0,0.02
"Virginia","Application Information","State Depository Institution Conversions to Federal Thrift Charters -- Approved","0","0","0",0,0,0
"Virginia","Application Information","State Depository Institution Conversions to National Bank Charters -- Approved","0","0","0",0.04,0,0.04
"Virginia","Examination Information","Bank Exams: Number of Concurrent Examinations","2","2","5",0.51,0.51,1.04
"Virginia","Examination Information","Bank Exams: Number of Joint Examinations with Federal Lead","0","1","0",8.74,9.53,12.39
"Virginia","Examination Information","Bank Exams: Number of Joint Examinations with State Lead","11","8","11",9.63,8.54,10.18
"Virginia","Examination Information","Bank Exams: Number of State Only Independent Examinations","20","19","24",24,25.16,25.84
"Virginia","Examination Information","Holding Company Enforcement Actions (End of the Year)","0","0","0",0.09,0.07,0.13
"Virginia","Examination Information","Holding Company Enforcement Actions (Start of the Year)","0","0","0",0.13,0.11,0.14
"Virginia","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (End of the Year)","8","12","18",1.38,2.04,2.88
"Virginia","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (Start of the Year)","10","18","23",1.95,2.86,3.79
"Virginia","Examination Information","Insured Depositories Enforcement Actions (End of the Year)","0","0","0",1.2,1.14,1.73
"Virginia","Examination Information","Insured Depositories Enforcement Actions (Start of the Year)","0","0","0",1.43,1.84,2.21
"Virginia","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (End of the Year)","13","19","30",9.5,13.43,16.5
"Virginia","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (Start of the Year)","15","30","34",12.75,16.95,22.5
"Virginia","Examination Information","Number of 4 and 5 rated banks (End of Year)","1","2","8",2.3,4.05,5.66
"Virginia","Examination Information","Number of 4 and 5 rated banks (Start of Year)","2","8","9",4.09,6.14,8.27
"Virginia","Examination Information","Number of failed institutions","0","0","0",0.13,0.14,0.3
"Virginia","Examination Information","Total Number of Examinations -- Total","33","30","40",42.46,43.3,48.98
"Virginia","Examination Information","Were examination frequency requirements met?","Yes","Yes","Yes",0.92,0.92,0.93
"Virginia","Report Turnaround Information","Turnaround time (days): Independent Examinations","30","42","42",31.42,29.88,29.88
"Virginia","Report Turnaround Information","Turnaround time (days): Joint Examinations with FDIC Lead","0","0","0",19.27,27.1,27.1
"Virginia","Report Turnaround Information","Turnaround time (days): Joint Examinations with Federal Reserve Lead","0","0","0",39.98,38.04,38.04
"Virginia","Report Turnaround Information","Turnaround time (days): Joint Examinations with State Lead","42","42","42",35.7,44.02,44.02
"Virginia","Specialty Exams Information","BSA Exams: Number of Concurrent Examinations with the Federal Reserve","2","2","5",0.7,0.75,1.7
"Virginia","Specialty Exams Information","BSA Exams: Number of Independent Examinations","20","20","24",23.55,27.66,25.89
"Virginia","Specialty Exams Information","BSA Exams: Number of Joint Examinations with the Federal Reserve","11","8","11",17,17.79,19.57
